mid,value,ts
196892,290000,2013-05-31D02:59:59.000000000
196892,290000,2013-05-31D03:59:59.000000000
196892,290000,2013-05-31D04:59:59.000000000
196892,340000,2013-05-31D05:59:59.000000000
196892,3460000,2013-05-31D06:59:59.000000000
196892,310000,2013-05-31D07:59:59.000000000
196892,560000,2013-05-31D08:59:59.000000000
196892,2900000,2013-05-31D09:59:59.000000000
196892,460000,2013-05-31D10:59:59.000000000
196892,260000,2013-05-31D11:59:59.000000000
196892,270000,2013-05-31D12:59:59.000000000
196892,280000,2013-05-31D13:59:59.000000000
196892,310000,2013-05-31D14:59:59.000000000
196892,390000,2013-05-31D15:59:59.000000000
196892,2020000,2013-05-31D16:59:59.000000000
196892,470000,2013-05-31D17:59:59.000000000
166928,410000,2013-06-01D00:59:59.000000000
166928,440000,2013-06-01D01:59:59.000000000
166928,360000,2013-06-01D02:59:59.000000000
166928,380000,2013-06-01D03:59:59.000000000
166928,460000,2013-06-01D04:59:59.000000000
166928,340000,2013-06-01D05:59:59.000000000
166928,300000,2013-06-01D06:59:59.000000000
166928,400000,2013-06-01D07:59:59.000000000
166928,430000,2013-06-01D08:59:59.000000000
166928,380000,2013-06-01D09:59:59.000000000
166928,350000,2013-06-01D10:59:59.000000000
166928,850000,2013-06-01D11:59:59.000000000
166928,900000,2013-06-01D12:59:59.000000000
166928,390000,2013-06-01D13:59:59.000000000
166928,340000,2013-06-01D14:59:59.000000000
166928,360000,2013-06-01D15:59:59.000000000
166928,420000,2013-06-01D16:59:59.000000000
166928,340000,2013-06-01D17:59:59.000000000
166928,570000,2013-06-01D18:59:59.000000000
166928,420000,2013-06-01D19:59:59.000000000
166928,380000,2013-06-01D20:59:59.000000000
166928,560000,2013-06-01D21:59:59.000000000
166928,560000,2013-06-01D22:59:59.000000000
166928,340000,2013-06-01D23:59:59.000000000
166928,390000,2013-06-02D00:59:59.000000000
166928,320000,2013-06-02D01:59:59.000000000
166928,220000,2013-06-02D02:59:59.000000000
166928,370000,2013-06-02D03:59:59.000000000
166928,290000,2013-06-02D04:59:59.000000000
166928,280000,2013-06-02D05:59:59.000000000
166928,360000,2013-06-02D06:59:59.000000000
166928,290000,2013-06-02D07:59:59.000000000
166928,290000,2013-06-02D08:59:59.000000000
166928,690000,2013-06-02D09:59:59.000000000
166928,500000,2013-06-02D10:59:59.000000000
166928,720000,2013-06-02D11:59:59.000000000
166928,480000,2013-06-02D12:59:59.000000000
166928,560000,2013-06-02D13:59:59.000000000
166928,610000,2013-06-02D14:59:59.000000000
166928,1870000,2013-06-02D15:59:59.000000000
166928,2660000,2013-06-02D16:59:59.000000000
166928,820000,2013-06-02D17:59:59.000000000
166928,490000,2013-06-02D18:59:59.000000000
166928,340000,2013-06-02D19:59:59.000000000
166928,460000,2013-06-02D20:59:59.000000000
166928,520000,2013-06-02D21:59:59.000000000
166928,390000,2013-06-02D22:59:59.000000000
166928,520000,2013-06-02D23:59:59.000000000
166928,430000,2013-06-03D00:59:59.000000000
166928,200000,2013-06-03D01:59:59.000000000
166928,300000,2013-06-03D02:59:59.000000000
166928,220000,2013-06-03D03:59:59.000000000
166928,210000,2013-06-03D04:59:59.000000000
166928,280000,2013-06-03D05:59:59.000000000
166928,270000,2013-06-03D06:59:59.000000000
166928,450000,2013-06-03D07:59:59.000000000
166928,420000,2013-06-03D08:59:59.000000000
166928,340000,2013-06-03D09:59:59.000000000
166928,470000,2013-06-03D10:59:59.000000000
166928,430000,2013-06-03D11:59:59.000000000
166928,340000,2013-06-03D12:59:59.000000000
166928,450000,2013-06-03D13:59:59.000000000
166928,250000,2013-06-03D14:59:59.000000000
166928,280000,2013-06-03D15:59:59.000000000
166928,870000,2013-06-03D16:59:59.000000000
166928,520000,2013-06-03D17:59:59.000000000
166928,460000,2013-06-03D18:59:59.000000000
166928,960000,2013-06-03D19:59:59.000000000
166928,430000,2013-06-03D20:59:59.000000000
166928,1600000,2013-06-03D21:59:59.000000000
166928,400000,2013-06-03D22:59:59.000000000
166928,310000,2013-06-03D23:59:59.000000000
166928,270000,2013-06-04D00:59:59.000000000
166928,240000,2013-06-04D01:59:59.000000000
166928,140000,2013-06-04D02:59:59.000000000
166928,230000,2013-06-04D03:59:59.000000000
166928,210000,2013-06-04D04:59:59.000000000
166928,180000,2013-06-04D05:59:59.000000000
166928,1900000,2013-06-04D06:59:59.000000000
166928,260000,2013-06-04D07:59:59.000000000
166928,160000,2013-06-04D08:59:59.000000000
166928,300000,2013-06-04D09:59:59.000000000
166928,190000,2013-06-04D10:59:59.000000000
166928,190000,2013-06-04D11:59:59.000000000
166928,270000,2013-06-04D12:59:59.000000000
166928,160000,2013-06-04D13:59:59.000000000
166928,340000,2013-06-04D14:59:59.000000000
166928,470000,2013-06-04D15:59:59.000000000
166928,520000,2013-06-04D16:59:59.000000000
166928,570000,2013-06-04D17:59:59.000000000
166928,410000,2013-06-04D18:59:59.000000000
166928,180000,2013-06-04D19:59:59.000000000
166928,340000,2013-06-04D20:59:59.000000000
166928,340000,2013-06-04D21:59:59.000000000
166928,270000,2013-06-04D22:59:59.000000000
166928,310000,2013-06-04D23:59:59.000000000
166928,170000,2013-06-05D00:59:59.000000000
166928,200000,2013-06-05D01:59:59.000000000
166928,250000,2013-06-05D02:59:59.000000000
166928,140000,2013-06-05D03:59:59.000000000
166928,210000,2013-06-05D04:59:59.000000000
166928,220000,2013-06-05D05:59:59.000000000
166928,510000,2013-06-05D06:59:59.000000000
166928,570000,2013-06-05D07:59:59.000000000
166928,470000,2013-06-05D08:59:59.000000000
166928,450000,2013-06-05D09:59:59.000000000
166928,580000,2013-06-05D10:59:59.000000000
166928,470000,2013-06-05D11:59:59.000000000
166928,480000,2013-06-05D12:59:59.000000000
166928,400000,2013-06-05D13:59:59.000000000
166928,330000,2013-06-05D14:59:59.000000000
166928,980000,2013-06-05D15:59:59.000000000
166928,1110000,2013-06-05D16:59:59.000000000
166928,1660000,2013-06-05D17:59:59.000000000
166928,2030000,2013-06-05D18:59:59.000000000
166928,900000,2013-06-05D19:59:59.000000000
166928,460000,2013-06-05D20:59:59.000000000
166928,430000,2013-06-05D21:59:59.000000000
166928,280000,2013-06-05D22:59:59.000000000
166928,250000,2013-06-05D23:59:59.000000000
166928,270000,2013-06-06D00:59:59.000000000
166928,170000,2013-06-06D01:59:59.000000000
166928,190000,2013-06-06D02:59:59.000000000
166928,240000,2013-06-06D03:59:59.000000000
166928,140000,2013-06-06D04:59:59.000000000
166928,220000,2013-06-06D05:59:59.000000000
166928,310000,2013-06-06D06:59:59.000000000
166928,230000,2013-06-06D07:59:59.000000000
166928,290000,2013-06-06D08:59:59.000000000
166928,220000,2013-06-06D09:59:59.000000000
166928,170000,2013-06-06D10:59:59.000000000
166928,260000,2013-06-06D11:59:59.000000000
166928,290000,2013-06-06D12:59:59.000000000
166928,1250000,2013-06-06D13:59:59.000000000
166928,610000,2013-06-06D14:59:59.000000000
166928,440000,2013-06-06D15:59:59.000000000
166928,540000,2013-06-06D16:59:59.000000000
166928,390000,2013-06-06D17:59:59.000000000
166928,410000,2013-06-06D18:59:59.000000000
166928,440000,2013-06-06D19:59:59.000000000
166928,420000,2013-06-06D20:59:59.000000000
166928,410000,2013-06-06D21:59:59.000000000
166928,400000,2013-06-06D22:59:59.000000000
166928,220000,2013-06-06D23:59:59.000000000
166928,240000,2013-06-07D00:59:59.000000000
166928,240000,2013-06-07D01:59:59.000000000
166928,170000,2013-06-07D02:59:59.000000000
166928,230000,2013-06-07D03:59:59.000000000
166928,240000,2013-06-07D04:59:59.000000000
166928,170000,2013-06-07D05:59:59.000000000
166928,380000,2013-06-07D06:59:59.000000000
166928,290000,2013-06-07D07:59:59.000000000
166928,180000,2013-06-07D08:59:59.000000000
166928,260000,2013-06-07D09:59:59.000000000
166928,180000,2013-06-07D10:59:59.000000000
166928,190000,2013-06-07D11:59:59.000000000
166928,260000,2013-06-07D12:59:59.000000000
166928,160000,2013-06-07D13:59:59.000000000
166928,250000,2013-06-07D14:59:59.000000000
166928,230000,2013-06-07D15:59:59.000000000
166928,1620000,2013-06-07D16:59:59.000000000
166928,2250000,2013-06-07D17:59:59.000000000
166928,830000,2013-06-07D18:59:59.000000000
166928,360000,2013-06-07D19:59:59.000000000
166928,350000,2013-06-07D20:59:59.000000000
166928,370000,2013-06-07D21:59:59.000000000
166928,510000,2013-06-07D22:59:59.000000000
166928,430000,2013-06-07D23:59:59.000000000
167672,390000,2013-06-01D00:59:59.000000000
167672,1620000,2013-06-01D01:59:59.000000000
167672,1100000,2013-06-01D02:59:59.000000000
167672,830000,2013-06-01D03:59:59.000000000
167672,670000,2013-06-01D04:59:59.000000000
167672,400000,2013-06-01D05:59:59.000000000
167672,360000,2013-06-01D06:59:59.000000000
167672,380000,2013-06-01D07:59:59.000000000
167672,220000,2013-06-01D08:59:59.000000000
167672,200000,2013-06-01D09:59:59.000000000
167672,250000,2013-06-01D10:59:59.000000000
167672,200000,2013-06-01D11:59:59.000000000
167672,830000,2013-06-01D12:59:59.000000000
167672,1310000,2013-06-01D13:59:59.000000000
167672,3730000,2013-06-01D14:59:59.000000000
167672,1770000,2013-06-01D15:59:59.000000000
167672,3030000,2013-06-01D16:59:59.000000000
167672,1480000,2013-06-01D17:59:59.000000000
167672,710000,2013-06-01D18:59:59.000000000
167672,570000,2013-06-01D19:59:59.000000000
167672,680000,2013-06-01D20:59:59.000000000
167672,1270000,2013-06-01D21:59:59.000000000
167672,1350000,2013-06-01D22:59:59.000000000
167672,960000,2013-06-01D23:59:59.000000000
167672,490000,2013-06-02D00:59:59.000000000
167672,450000,2013-06-02D01:59:59.000000000
167672,460000,2013-06-02D02:59:59.000000000
167672,430000,2013-06-02D03:59:59.000000000
167672,440000,2013-06-02D04:59:59.000000000
167672,430000,2013-06-02D05:59:59.000000000
167672,450000,2013-06-02D06:59:59.000000000
167672,540000,2013-06-02D07:59:59.000000000
167672,450000,2013-06-02D08:59:59.000000000
167672,460000,2013-06-02D09:59:59.000000000
167672,930000,2013-06-02D10:59:59.000000000
167672,950000,2013-06-02D11:59:59.000000000
167672,690000,2013-06-02D12:59:59.000000000
167672,720000,2013-06-02D13:59:59.000000000
167672,900000,2013-06-02D14:59:59.000000000
167672,1730000,2013-06-02D15:59:59.000000000
167672,1080000,2013-06-02D16:59:59.000000000
167672,970000,2013-06-02D17:59:59.000000000
167672,2100000,2013-06-02D18:59:59.000000000
167672,1000000,2013-06-02D19:59:59.000000000
167672,490000,2013-06-02D20:59:59.000000000
167672,300000,2013-06-02D21:59:59.000000000
167672,210000,2013-06-02D22:59:59.000000000
167672,320000,2013-06-02D23:59:59.000000000
167672,220000,2013-06-03D00:59:59.000000000
167672,270000,2013-06-03D01:59:59.000000000
167672,240000,2013-06-03D02:59:59.000000000
167672,220000,2013-06-03D03:59:59.000000000
167672,280000,2013-06-03D04:59:59.000000000
167672,250000,2013-06-03D05:59:59.000000000
167672,340000,2013-06-03D06:59:59.000000000
167672,190000,2013-06-03D07:59:59.000000000
167672,230000,2013-06-03D08:59:59.000000000
167672,190000,2013-06-03D09:59:59.000000000
167672,220000,2013-06-03D10:59:59.000000000
167672,180000,2013-06-03D11:59:59.000000000
167672,230000,2013-06-03D12:59:59.000000000
167672,190000,2013-06-03D13:59:59.000000000
167672,220000,2013-06-03D14:59:59.000000000
167672,210000,2013-06-03D15:59:59.000000000
167672,250000,2013-06-03D16:59:59.000000000
167672,440000,2013-06-03D17:59:59.000000000
167672,430000,2013-06-03D18:59:59.000000000
167672,680000,2013-06-03D19:59:59.000000000
167672,1080000,2013-06-03D20:59:59.000000000
167672,610000,2013-06-03D21:59:59.000000000
167672,270000,2013-06-03D22:59:59.000000000
167672,270000,2013-06-03D23:59:59.000000000
167672,210000,2013-06-04D00:59:59.000000000
167672,260000,2013-06-04D01:59:59.000000000
167672,230000,2013-06-04D02:59:59.000000000
167672,220000,2013-06-04D03:59:59.000000000
167672,240000,2013-06-04D04:59:59.000000000
167672,290000,2013-06-04D05:59:59.000000000
167672,250000,2013-06-04D06:59:59.000000000
167672,200000,2013-06-04D07:59:59.000000000
167672,210000,2013-06-04D08:59:59.000000000
167672,210000,2013-06-04D09:59:59.000000000
167672,190000,2013-06-04D10:59:59.000000000
167672,180000,2013-06-04D11:59:59.000000000
167672,220000,2013-06-04D12:59:59.000000000
167672,200000,2013-06-04D13:59:59.000000000
167672,200000,2013-06-04D14:59:59.000000000
167672,230000,2013-06-04D15:59:59.000000000
167672,210000,2013-06-04D16:59:59.000000000
167672,260000,2013-06-04D17:59:59.000000000
167672,230000,2013-06-04D18:59:59.000000000
167672,950000,2013-06-04D19:59:59.000000000
167672,740000,2013-06-04D20:59:59.000000000
167672,540000,2013-06-04D21:59:59.000000000
167672,280000,2013-06-04D22:59:59.000000000
167672,250000,2013-06-04D23:59:59.000000000
167672,240000,2013-06-05D00:59:59.000000000
167672,220000,2013-06-05D01:59:59.000000000
167672,260000,2013-06-05D02:59:59.000000000
167672,230000,2013-06-05D03:59:59.000000000
167672,230000,2013-06-05D04:59:59.000000000
167672,230000,2013-06-05D05:59:59.000000000
167672,270000,2013-06-05D06:59:59.000000000
167672,210000,2013-06-05D07:59:59.000000000
167672,180000,2013-06-05D08:59:59.000000000
167672,330000,2013-06-05D09:59:59.000000000
167672,200000,2013-06-05D10:59:59.000000000
167672,210000,2013-06-05D11:59:59.000000000
167672,200000,2013-06-05D12:59:59.000000000
167672,210000,2013-06-05D13:59:59.000000000
167672,190000,2013-06-05D14:59:59.000000000
167672,200000,2013-06-05D15:59:59.000000000
167672,220000,2013-06-05D16:59:59.000000000
167672,220000,2013-06-05D17:59:59.000000000
167672,270000,2013-06-05D18:59:59.000000000
167672,260000,2013-06-05D19:59:59.000000000
167672,500000,2013-06-05D20:59:59.000000000
167672,1340000,2013-06-05D21:59:59.000000000
167672,730000,2013-06-05D22:59:59.000000000
167672,260000,2013-06-05D23:59:59.000000000
167672,250000,2013-06-06D00:59:59.000000000
167672,220000,2013-06-06D01:59:59.000000000
167672,250000,2013-06-06D02:59:59.000000000
167672,240000,2013-06-06D03:59:59.000000000
167672,250000,2013-06-06D04:59:59.000000000
167672,230000,2013-06-06D05:59:59.000000000
167672,270000,2013-06-06D06:59:59.000000000
167672,200000,2013-06-06D07:59:59.000000000
167672,220000,2013-06-06D08:59:59.000000000
167672,190000,2013-06-06D09:59:59.000000000
167672,200000,2013-06-06D10:59:59.000000000
167672,210000,2013-06-06D11:59:59.000000000
167672,170000,2013-06-06D12:59:59.000000000
167672,220000,2013-06-06D13:59:59.000000000
167672,210000,2013-06-06D14:59:59.000000000
167672,180000,2013-06-06D15:59:59.000000000
167672,210000,2013-06-06D16:59:59.000000000
167672,220000,2013-06-06D17:59:59.000000000
167672,180000,2013-06-06D18:59:59.000000000
167672,220000,2013-06-06D19:59:59.000000000
167672,210000,2013-06-06D20:59:59.000000000
167672,280000,2013-06-06D21:59:59.000000000
167672,260000,2013-06-06D22:59:59.000000000
167672,260000,2013-06-06D23:59:59.000000000
167672,210000,2013-06-07D00:59:59.000000000
167672,250000,2013-06-07D01:59:59.000000000
167672,220000,2013-06-07D02:59:59.000000000
167672,230000,2013-06-07D03:59:59.000000000
167672,240000,2013-06-07D04:59:59.000000000
167672,230000,2013-06-07D05:59:59.000000000
167672,260000,2013-06-07D06:59:59.000000000
167672,170000,2013-06-07D07:59:59.000000000
167672,220000,2013-06-07D08:59:59.000000000
167672,210000,2013-06-07D09:59:59.000000000
167672,160000,2013-06-07D10:59:59.000000000
167672,220000,2013-06-07D11:59:59.000000000
167672,180000,2013-06-07D12:59:59.000000000
167672,200000,2013-06-07D13:59:59.000000000
167672,230000,2013-06-07D14:59:59.000000000
167672,160000,2013-06-07D15:59:59.000000000
167672,310000,2013-06-07D16:59:59.000000000
167672,280000,2013-06-07D17:59:59.000000000
167672,740000,2013-06-07D18:59:59.000000000
167672,690000,2013-06-07D19:59:59.000000000
167672,610000,2013-06-07D20:59:59.000000000
167672,580000,2013-06-07D21:59:59.000000000
167672,350000,2013-06-07D22:59:59.000000000
167672,290000,2013-06-07D23:59:59.000000000
167487,130000,2013-06-01D00:59:59.000000000
167487,160000,2013-06-01D01:59:59.000000000
167487,130000,2013-06-01D02:59:59.000000000
167487,120000,2013-06-01D03:59:59.000000000
167487,120000,2013-06-01D04:59:59.000000000
167487,140000,2013-06-01D05:59:59.000000000
167487,140000,2013-06-01D06:59:59.000000000
167487,100000,2013-06-01D07:59:59.000000000
167487,170000,2013-06-01D08:59:59.000000000
167487,240000,2013-06-01D09:59:59.000000000
167487,130000,2013-06-01D10:59:59.000000000
167487,260000,2013-06-01D11:59:59.000000000
167487,190000,2013-06-01D12:59:59.000000000
167487,120000,2013-06-01D13:59:59.000000000
167487,270000,2013-06-01D14:59:59.000000000
167487,560000,2013-06-01D15:59:59.000000000
167487,880000,2013-06-01D16:59:59.000000000
167487,820000,2013-06-01D17:59:59.000000000
167487,510000,2013-06-01D18:59:59.000000000
167487,320000,2013-06-01D19:59:59.000000000
167487,820000,2013-06-01D20:59:59.000000000
167487,1250000,2013-06-01D21:59:59.000000000
167487,530000,2013-06-01D22:59:59.000000000
167487,470000,2013-06-01D23:59:59.000000000
167487,300000,2013-06-02D00:59:59.000000000
167487,150000,2013-06-02D01:59:59.000000000
167487,130000,2013-06-02D02:59:59.000000000
167487,120000,2013-06-02D03:59:59.000000000
167487,120000,2013-06-02D04:59:59.000000000
167487,140000,2013-06-02D05:59:59.000000000
167487,140000,2013-06-02D06:59:59.000000000
167487,120000,2013-06-02D07:59:59.000000000
167487,260000,2013-06-02D08:59:59.000000000
167487,460000,2013-06-02D09:59:59.000000000
167487,460000,2013-06-02D10:59:59.000000000
167487,300000,2013-06-02D11:59:59.000000000
167487,110000,2013-06-02D12:59:59.000000000
167487,100000,2013-06-02D13:59:59.000000000
167487,90000,2013-06-02D14:59:59.000000000
167487,90000,2013-06-02D15:59:59.000000000
167487,120000,2013-06-02D16:59:59.000000000
167487,180000,2013-06-02D17:59:59.000000000
167487,440000,2013-06-02D18:59:59.000000000
167487,590000,2013-06-02D19:59:59.000000000
167487,480000,2013-06-02D20:59:59.000000000
167487,140000,2013-06-02D21:59:59.000000000
167487,120000,2013-06-02D22:59:59.000000000
167487,140000,2013-06-02D23:59:59.000000000
167487,150000,2013-06-03D00:59:59.000000000
167487,120000,2013-06-03D01:59:59.000000000
167487,120000,2013-06-03D02:59:59.000000000
167487,130000,2013-06-03D03:59:59.000000000
167487,140000,2013-06-03D04:59:59.000000000
167487,120000,2013-06-03D05:59:59.000000000
167487,110000,2013-06-03D06:59:59.000000000
167487,120000,2013-06-03D07:59:59.000000000
167487,90000,2013-06-03D08:59:59.000000000
167487,90000,2013-06-03D09:59:59.000000000
167487,100000,2013-06-03D10:59:59.000000000
167487,110000,2013-06-03D11:59:59.000000000
167487,90000,2013-06-03D12:59:59.000000000
167487,80000,2013-06-03D13:59:59.000000000
167487,110000,2013-06-03D14:59:59.000000000
167487,120000,2013-06-03D15:59:59.000000000
167487,260000,2013-06-03D16:59:59.000000000
167487,270000,2013-06-03D17:59:59.000000000
167487,240000,2013-06-03D18:59:59.000000000
167487,410000,2013-06-03D19:59:59.000000000
167487,350000,2013-06-03D20:59:59.000000000
167487,390000,2013-06-03D21:59:59.000000000
167487,180000,2013-06-03D22:59:59.000000000
167487,150000,2013-06-03D23:59:59.000000000
167487,150000,2013-06-04D00:59:59.000000000
167487,170000,2013-06-04D01:59:59.000000000
167487,160000,2013-06-04D02:59:59.000000000
167487,150000,2013-06-04D03:59:59.000000000
167487,140000,2013-06-04D04:59:59.000000000
167487,170000,2013-06-04D05:59:59.000000000
167487,150000,2013-06-04D06:59:59.000000000
167487,200000,2013-06-04D07:59:59.000000000
167487,290000,2013-06-04D08:59:59.000000000
167487,100000,2013-06-04D09:59:59.000000000
167487,100000,2013-06-04D10:59:59.000000000
167487,90000,2013-06-04D11:59:59.000000000
167487,100000,2013-06-04D12:59:59.000000000
167487,180000,2013-06-04D13:59:59.000000000
167487,120000,2013-06-04D14:59:59.000000000
167487,270000,2013-06-04D15:59:59.000000000
167487,290000,2013-06-04D16:59:59.000000000
167487,150000,2013-06-04D17:59:59.000000000
167487,120000,2013-06-04D18:59:59.000000000
167487,620000,2013-06-04D19:59:59.000000000
167487,390000,2013-06-04D20:59:59.000000000
167487,230000,2013-06-04D21:59:59.000000000
167487,160000,2013-06-04D22:59:59.000000000
167487,150000,2013-06-04D23:59:59.000000000
167487,150000,2013-06-05D00:59:59.000000000
167487,150000,2013-06-05D01:59:59.000000000
167487,160000,2013-06-05D02:59:59.000000000
167487,140000,2013-06-05D03:59:59.000000000
167487,150000,2013-06-05D04:59:59.000000000
167487,150000,2013-06-05D05:59:59.000000000
167487,170000,2013-06-05D06:59:59.000000000
167487,130000,2013-06-05D07:59:59.000000000
167487,200000,2013-06-05D08:59:59.000000000
167487,130000,2013-06-05D09:59:59.000000000
167487,90000,2013-06-05D10:59:59.000000000
167487,90000,2013-06-05D11:59:59.000000000
167487,110000,2013-06-05D12:59:59.000000000
167487,90000,2013-06-05D13:59:59.000000000
167487,210000,2013-06-05D14:59:59.000000000
167487,420000,2013-06-05D15:59:59.000000000
167487,350000,2013-06-05D16:59:59.000000000
167487,120000,2013-06-05D17:59:59.000000000
167487,100000,2013-06-05D18:59:59.000000000
167487,320000,2013-06-05D19:59:59.000000000
167487,450000,2013-06-05D20:59:59.000000000
167487,170000,2013-06-05D21:59:59.000000000
167487,120000,2013-06-05D22:59:59.000000000
167487,120000,2013-06-05D23:59:59.000000000
167487,140000,2013-06-06D00:59:59.000000000
167487,140000,2013-06-06D01:59:59.000000000
167487,130000,2013-06-06D02:59:59.000000000
167487,110000,2013-06-06D03:59:59.000000000
167487,140000,2013-06-06D04:59:59.000000000
167487,130000,2013-06-06D05:59:59.000000000
167487,170000,2013-06-06D06:59:59.000000000
167487,100000,2013-06-06D07:59:59.000000000
167487,90000,2013-06-06D08:59:59.000000000
167487,90000,2013-06-06D09:59:59.000000000
167487,110000,2013-06-06D10:59:59.000000000
167487,90000,2013-06-06D11:59:59.000000000
167487,90000,2013-06-06D12:59:59.000000000
167487,90000,2013-06-06D13:59:59.000000000
167487,110000,2013-06-06D14:59:59.000000000
167487,320000,2013-06-06D15:59:59.000000000
167487,640000,2013-06-06D16:59:59.000000000
167487,470000,2013-06-06D17:59:59.000000000
167487,340000,2013-06-06D18:59:59.000000000
167487,330000,2013-06-06D19:59:59.000000000
167487,370000,2013-06-06D20:59:59.000000000
167487,500000,2013-06-06D21:59:59.000000000
167487,180000,2013-06-06D22:59:59.000000000
167487,170000,2013-06-06D23:59:59.000000000
167487,140000,2013-06-07D00:59:59.000000000
167487,150000,2013-06-07D01:59:59.000000000
167487,170000,2013-06-07D02:59:59.000000000
167487,150000,2013-06-07D03:59:59.000000000
167487,140000,2013-06-07D04:59:59.000000000
167487,150000,2013-06-07D05:59:59.000000000
167487,220000,2013-06-07D06:59:59.000000000
167487,140000,2013-06-07D07:59:59.000000000
167487,100000,2013-06-07D08:59:59.000000000
167487,210000,2013-06-07D09:59:59.000000000
167487,470000,2013-06-07D10:59:59.000000000
167487,770000,2013-06-07D11:59:59.000000000
167487,690000,2013-06-07D12:59:59.000000000
167487,520000,2013-06-07D13:59:59.000000000
167487,450000,2013-06-07D14:59:59.000000000
167487,270000,2013-06-07D15:59:59.000000000
167487,820000,2013-06-07D16:59:59.000000000
167487,540000,2013-06-07D17:59:59.000000000
167487,790000,2013-06-07D18:59:59.000000000
167487,600000,2013-06-07D19:59:59.000000000
167487,510000,2013-06-07D20:59:59.000000000
167487,370000,2013-06-07D21:59:59.000000000
167487,150000,2013-06-07D22:59:59.000000000
167487,120000,2013-06-07D23:59:59.000000000
153094,730000,2013-06-01D00:59:59.000000000
153094,630000,2013-06-01D01:59:59.000000000
153094,700000,2013-06-01D02:59:59.000000000
153094,680000,2013-06-01D03:59:59.000000000
153094,640000,2013-06-01D04:59:59.000000000
153094,640000,2013-06-01D05:59:59.000000000
153094,590000,2013-06-01D06:59:59.000000000
153094,620000,2013-06-01D07:59:59.000000000
153094,1150000,2013-06-01D08:59:59.000000000
153094,1110000,2013-06-01D09:59:59.000000000
153094,1400000,2013-06-01D10:59:59.000000000
153094,1340000,2013-06-01D11:59:59.000000000
153094,1770000,2013-06-01D12:59:59.000000000
153094,1470000,2013-06-01D13:59:59.000000000
153094,1400000,2013-06-01D14:59:59.000000000
153094,1360000,2013-06-01D15:59:59.000000000
153094,1390000,2013-06-01D16:59:59.000000000
153094,3230000,2013-06-01D17:59:59.000000000
153094,2330000,2013-06-01D18:59:59.000000000
153094,1570000,2013-06-01D19:59:59.000000000
153094,1710000,2013-06-01D20:59:59.000000000
153094,1710000,2013-06-01D21:59:59.000000000
153094,1500000,2013-06-01D22:59:59.000000000
153094,1310000,2013-06-01D23:59:59.000000000
153094,710000,2013-06-02D00:59:59.000000000
153094,670000,2013-06-02D01:59:59.000000000
153094,660000,2013-06-02D02:59:59.000000000
153094,630000,2013-06-02D03:59:59.000000000
153094,680000,2013-06-02D04:59:59.000000000
153094,630000,2013-06-02D05:59:59.000000000
153094,610000,2013-06-02D06:59:59.000000000
153094,710000,2013-06-02D07:59:59.000000000
153094,940000,2013-06-02D08:59:59.000000000
153094,1080000,2013-06-02D09:59:59.000000000
153094,1960000,2013-06-02D10:59:59.000000000
153094,4170000,2013-06-02D11:59:59.000000000
153094,2250000,2013-06-02D12:59:59.000000000
153094,1510000,2013-06-02D13:59:59.000000000
153094,3300000,2013-06-02D14:59:59.000000000
153094,3330000,2013-06-02D15:59:59.000000000
153094,1590000,2013-06-02D16:59:59.000000000
153094,2750000,2013-06-02D17:59:59.000000000
153094,4830000,2013-06-02D18:59:59.000000000
153094,3330000,2013-06-02D19:59:59.000000000
153094,4870000,2013-06-02D20:59:59.000000000
153094,4800000,2013-06-02D21:59:59.000000000
153094,1320000,2013-06-02D22:59:59.000000000
153094,820000,2013-06-02D23:59:59.000000000
153094,800000,2013-06-03D00:59:59.000000000
153094,800000,2013-06-03D01:59:59.000000000
153094,760000,2013-06-03D02:59:59.000000000
153094,720000,2013-06-03D03:59:59.000000000
153094,880000,2013-06-03D04:59:59.000000000
153094,1640000,2013-06-03D05:59:59.000000000
153094,1250000,2013-06-03D06:59:59.000000000
153094,930000,2013-06-03D07:59:59.000000000
153094,920000,2013-06-03D08:59:59.000000000
153094,2110000,2013-06-03D09:59:59.000000000
153094,1230000,2013-06-03D10:59:59.000000000
153094,1430000,2013-06-03D11:59:59.000000000
153094,1120000,2013-06-03D12:59:59.000000000
153094,1030000,2013-06-03D13:59:59.000000000
153094,1140000,2013-06-03D14:59:59.000000000
153094,1760000,2013-06-03D15:59:59.000000000
153094,1970000,2013-06-03D16:59:59.000000000
153094,1450000,2013-06-03D17:59:59.000000000
153094,2000000,2013-06-03D18:59:59.000000000
153094,4120000,2013-06-03D19:59:59.000000000
153094,4000000,2013-06-03D20:59:59.000000000
153094,2340000,2013-06-03D21:59:59.000000000
153094,1530000,2013-06-03D22:59:59.000000000
153094,960000,2013-06-03D23:59:59.000000000
153094,710000,2013-06-04D00:59:59.000000000
153094,730000,2013-06-04D01:59:59.000000000
153094,780000,2013-06-04D02:59:59.000000000
153094,820000,2013-06-04D03:59:59.000000000
153094,1230000,2013-06-04D04:59:59.000000000
153094,1300000,2013-06-04D05:59:59.000000000
153094,1350000,2013-06-04D06:59:59.000000000
153094,1060000,2013-06-04D07:59:59.000000000
153094,810000,2013-06-04D08:59:59.000000000
153094,1030000,2013-06-04D09:59:59.000000000
153094,1550000,2013-06-04D10:59:59.000000000
153094,1310000,2013-06-04D11:59:59.000000000
